manner_of_death,armed,age,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,arms_category,gender
shot,unknown,19.0,Hispanic,Fullerton,CA,FALSE,other,Car,FALSE,Unknown,M
shot,gun,34.0,White,North Charleston,SC,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,18.0,Hispanic,San Jose,CA,TRUE,other,Not fleeing,FALSE,Guns,M
shot,gun,21.0,Black,Washington,DC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,29.0,White,Salem,OR,FALSE,undetermined,Other,FALSE,Unknown,M
shot,unknown,49.0,White,Temecula,CA,FALSE,other,Car,FALSE,Unknown,M
shot,knife,24.0,Hispanic,Yuma,AZ,FALSE,other,Not fleeing,FALSE,Sharp objects,F
shot and Tasered,unknown,37.0,Black,Baton Rouge,LA,FALSE,undetermined,Not fleeing,TRUE,Unknown,M
shot,gun,32.0,Black,Falcon Heights,MN,FALSE,other,Not fleeing,TRUE,Guns,M
shot,gun,65.0,White,Rush Springs,OK,FALSE,other,Not fleeing,TRUE,Guns,M
shot,knife,37.0,Hispanic,Bell,CA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,unknown,33.0,White,Clovis,CA,FALSE,other,Car,FALSE,Unknown,M
shot,gun,63.0,Black,Selma,AL,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,knife,30.0,White,Tucson,AZ,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,40.0,Black,Broken Bow,OK,FALSE,attack,Car,FALSE,Guns,M
shot,gun,38.0,Black,Houston,TX,FALSE,other,Not fleeing,TRUE,Guns,M
shot,knife,50.0,Black,Sacramento,CA,TRUE,other,Not fleeing,TRUE,Sharp objects,M
shot,gun,41.0,Black,East St. Louis,IL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,41.0,Hispanic,Romulus,MI,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,39.0,Black,New York,NY,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,44.0,White,St. Joseph,MI,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,hatchet,23.0,White,Anchorage,AK,TRUE,attack,Not fleeing,FALSE,Blunt instruments,M
shot,gun,32.0,White,Flagstaff,AZ,FALSE,undetermined,Foot,TRUE,Guns,M
shot,toy weapon,56.0,White,Middletown,NY,TRUE,other,Not fleeing,FALSE,Other unusual objects,M
shot,gun,33.0,Black,Baltimore,MD,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,63.0,White,Peachland,NC,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,31.0,White,Lake Asbury,FL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,57.0,White,Little Egg Harbor Township,NJ,FALSE,other,Foot,FALSE,Guns,M
shot and Tasered,gun,26.0,White,San Bernardino,CA,FALSE,attack,Other,FALSE,Guns,M
shot,gun,39.0,White,Sheboygan,WI,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,42.0,Black,New York,NY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,29.0,Black,Baton Rouge,LA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,screwdriver,43.0,White,Tulsa,OK,FALSE,attack,Not fleeing,FALSE,Piercing objects,M
shot,ax,56.0,White,Tulsa,OK,TRUE,other,Not fleeing,FALSE,Blunt instruments,M
shot,knife,31.0,Hispanic,Santa Maria,CA,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,50.0,Black,Chicago,IL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,36.0,Other,Hilo,HI,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,50.0,White,Buckhannon,WV,FALSE,attack,Other,FALSE,Guns,M
shot,knife,49.0,Black,Milwaukee,WI,FALSE,attack,Not fleeing,TRUE,Sharp objects,M
shot,gun,31.0,Black,Chino,CA,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,34.0,Hispanic,San Antonio,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,hatchet and gun,36.0,White,Winchester,CA,TRUE,attack,Not fleeing,FALSE,Multiple,M
shot,knife,29.0,Native,Gallup,NM,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,32.0,Black,Indianapolis,IN,FALSE,attack,Car,FALSE,Guns,M
shot,gun,18.0,Black,Los Angeles,CA,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,50.0,White,Pine River,WI,FALSE,attack,Car,FALSE,Guns,M
shot,gun,36.0,Hispanic,Artesia,NM,FALSE,other,Other,FALSE,Guns,M
shot,gun,17.0,Black,Metairie,LA,FALSE,attack,Foot,FALSE,Guns,M
shot,unarmed,19.0,Black,Tempe,AZ,TRUE,attack,Foot,FALSE,Unarmed,M
shot,knife,24.0,White,Scottsdale,AZ,FALSE,other,Foot,TRUE,Sharp objects,M
shot,knife,24.0,Hispanic,San Bernardino,CA,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,knife,20.0,White,Malta,MT,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,33.0,White,Estill Springs,TN,FALSE,other,Foot,TRUE,Sharp objects,M
shot,unknown,41.0,Hispanic,Sparks,NV,FALSE,undetermined,Not fleeing,FALSE,Unknown,M
shot,unknown,47.0,Black,La Quinta,CA,FALSE,other,Car,FALSE,Unknown,M
shot,unknown,18.0,Black,Chicago,IL,FALSE,other,Car,TRUE,Unknown,M
shot,gun,31.0,Hispanic,Tucson,AZ,FALSE,attack,Other,FALSE,Guns,M
shot,unarmed,27.0,Black,Compton,CA,FALSE,attack,Other,FALSE,Unarmed,M
shot,unknown,36.0,Hispanic,City Terrace,CA,FALSE,other,Car,TRUE,Unknown,M
shot,gun,40.0,White,Homewood,AL,FALSE,attack,Not fleeing,FALSE,Guns,F
shot,gun,59.0,White,Pleasant Hill,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,rock,32.0,White,Phelps,KY,FALSE,attack,Foot,FALSE,Blunt instruments,M
shot,unknown,38.0,Hispanic,Wapato,WA,FALSE,undetermined,Not fleeing,FALSE,Unknown,M
shot,knife,18.0,Asian,Manchester,NJ,TRUE,other,Not fleeing,TRUE,Sharp objects,M
shot,gun,23.0,Black,Randallstown,MD,FALSE,attack,Not fleeing,FALSE,Guns,F
shot,unknown,43.0,White,Edmund,SC,FALSE,attack,Car,FALSE,Unknown,M
shot,gun,67.0,White,Stafford,VA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,32.0,White,Santa Ana,CA,TRUE,attack,Not fleeing,FALSE,Unknown,M
shot,gun,22.0,White,Lake City,SC,FALSE,attack,Car,FALSE,Guns,M
shot,knife,31.0,White,Alexandria,MN,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,43.0,Black,Palm Bay,FL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,34.0,White,Hammett,ID,TRUE,attack,Car,FALSE,Guns,M
shot,unknown,51.0,White,Castaic,CA,FALSE,other,Foot,FALSE,Unknown,M
shot,gun,31.0,White,Clearfield,UT,FALSE,attack,Foot,FALSE,Guns,M
shot,knife,54.0,White,Detroit,MI,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,69.0,White,Scott County,VA,FALSE,other,Car,FALSE,Guns,M
shot,knife,58.0,White,Aldie,VA,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,26.0,Black,East Point,GA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,59.0,White,Beaver Dam,WI,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,25.0,Black,Cincinnati,OH,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,20.0,Black,Harrisburg,PA,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,knife,57.0,Black,Louisville,KY,FALSE,other,Not fleeing,TRUE,Sharp objects,M
shot,gun,56.0,White,Citrus Heights,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,64.0,White,Wilkesboro,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,34.0,Hispanic,Georgetown,KY,FALSE,attack,Other,FALSE,Guns,M
shot,gun,69.0,White,Little Mountain,SC,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,45.0,White,Circleville,OH,TRUE,other,Not fleeing,FALSE,Guns,M
shot,gun,14.0,Hispanic,Los Angeles,CA,FALSE,attack,Foot,TRUE,Guns,M
shot,unknown,44.0,White,Piedmont,SC,FALSE,other,Not fleeing,FALSE,Unknown,M
shot,gun,59.0,White,Tukwila,WA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,33.0,Hispanic,Vista,CA,FALSE,undetermined,Other,FALSE,Sharp objects,M
shot,gun,54.0,White,Plaquemine,LA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,22.0,Hispanic,Mesa,AZ,FALSE,other,Car,FALSE,Unknown,M
shot and Tasered,hammer,49.0,White,Tahlequah,OK,TRUE,other,Not fleeing,TRUE,Blunt instruments,M
shot,gun,23.0,Black,Milwaukee,WI,FALSE,other,Foot,TRUE,Guns,M
shot,knife,38.0,Hispanic,Phoenix,AZ,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,53.0,White,Lakewood,CO,FALSE,other,Not fleeing,FALSE,Guns,M
shot,unknown,36.0,Hispanic,Hayward,CA,FALSE,other,Car,FALSE,Unknown,M
shot,metal pole,29.0,Hispanic,Falls Church,VA,TRUE,other,Not fleeing,FALSE,Blunt instruments,M
shot,gun,42.0,White,Counce,TN,FALSE,attack,Other,FALSE,Guns,M
shot,gun,36.0,White,Rome,OH,FALSE,other,Car,FALSE,Guns,M
shot,gun,32.0,White,Lenoir,NC,FALSE,attack,Foot,TRUE,Guns,M
shot,toy weapon,53.0,White,Apache Junction,AZ,FALSE,other,Not fleeing,FALSE,Other unusual objects,M
shot,gun,30.0,Black,Stockton,CA,FALSE,other,Foot,TRUE,Guns,M
shot,unarmed,25.0,Hispanic,Tucson,AZ,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,18.0,Black,Los Angeles,CA,FALSE,other,Foot,FALSE,Guns,M
shot,gun,55.0,White,Augusta,WV,FALSE,other,Not fleeing,FALSE,Guns,M
shot,piece of wood,27.0,Black,Kelso,WA,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,37.0,Hispanic,Bakersfield,CA,FALSE,attack,Car,FALSE,Guns,M
shot,unarmed,29.0,White,Charlotte,NC,FALSE,other,Car,TRUE,Unarmed,M
shot,knife,40.0,White,Antelope,CA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,unknown,36.0,White,Hays,KS,FALSE,other,Car,FALSE,Unknown,M
shot,gun,38.0,White,Poway,CA,FALSE,attack,Car,FALSE,Guns,M
shot,gun,29.0,White,Ruidoso,NM,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,59.0,White,McKinneyville,CA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,bayonet,47.0,Hispanic,East Hollywood,CA,TRUE,undetermined,Not fleeing,FALSE,Sharp objects,M
shot,gun,22.0,Hispanic,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,31.0,White,New London,WI,TRUE,attack,Not fleeing,TRUE,Other unusual objects,M
shot,unknown,29.0,White,Reno,NV,FALSE,undetermined,Car,FALSE,Unknown,M
shot,knife,54.0,White,East Ridge,TN,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,knife,71.0,Hispanic,Indio,CA,FALSE,other,Not fleeing,TRUE,Sharp objects,M
shot,knife,36.0,Hispanic,Las Cruces,NM,FALSE,other,Not fleeing,TRUE,Sharp objects,M
shot,knife,34.0,Black,Hamilton,OH,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,49.0,White,Myra,TX,FALSE,other,Car,FALSE,Guns,M
shot,gun,36.0,Hispanic,Oak Cliff,TX,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,43.0,White,Orlando,FL,TRUE,other,Not fleeing,FALSE,Guns,M
shot,gun,53.0,White,Shelbyville,TN,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,31.0,Black,Compton,CA,FALSE,attack,Foot,FALSE,Guns,M
shot,unknown,32.0,Hispanic,Compton,CA,FALSE,undetermined,Not fleeing,FALSE,Unknown,M
shot,gun,41.0,White,Las Vegas,NV,FALSE,attack,Foot,FALSE,Guns,M
shot,toy weapon,26.0,Hispanic,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,82.0,White,Morgantown,WV,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,37.0,White,Eagan,MN,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,24.0,Black,Raleigh,NC,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,35.0,White,Kingman,AZ,FALSE,attack,Not fleeing,FALSE,Guns,F
shot and Tasered,knife,56.0,White,San Bernardino,CA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,22.0,Black,Tampa,FL,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,gun,59.0,White,Harker Heights,TX,FALSE,attack,Other,FALSE,Guns,M
shot and Tasered,knife,36.0,White,Weatherford,TX,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,21.0,White,Denver,CO,FALSE,attack,Foot,FALSE,Guns,M
shot,unknown,38.0,White,McDowell,MO,FALSE,other,Car,FALSE,Unknown,M
shot,unknown,60.0,White,Sylvania Township,OH,TRUE,other,Not fleeing,FALSE,Unknown,M
shot,gun,18.0,White,Wichita,KS,FALSE,other,Car,TRUE,Guns,M
shot,gun,23.0,Hispanic,Florence,CA,FALSE,other,Foot,FALSE,Guns,M
shot and Tasered,pipe,37.1179309,Hispanic,Huntington Park,CA,FALSE,other,Not fleeing,FALSE,Blunt instruments,M
shot,gun,38.0,Hispanic,Alamogordo,NM,FALSE,attack,Foot,TRUE,Guns,M
shot,glass shard,22.0,White,Round Lake,IL,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,38.0,Black,St. Louis,MO,FALSE,attack,Other,FALSE,Guns,M
shot,unknown,25.0,Black,Atlantic City,NJ,FALSE,undetermined,Foot,FALSE,Unknown,M
shot,unknown,25.0,White,East Wenatchee,WA,FALSE,undetermined,Not fleeing,FALSE,Unknown,M
shot,gun,36.0,White,Metropolis,IL,FALSE,undetermined,Other,FALSE,Guns,M
shot,knife,37.1179309,Hispanic,Long Beach,CA,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,knife,44.0,Hispanic,Grand Junction,CO,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,36.0,Black,Ellis County,TX,FALSE,attack,Car,FALSE,Guns,M
shot,gun,35.0,Hispanic,Austin,TX,FALSE,other,Not fleeing,FALSE,Guns,M
shot,vehicle,25.0,White,Omaha,NE,FALSE,other,Other,FALSE,Vehicles,M
shot,gun,31.0,Hispanic,Phoenix,AZ,FALSE,attack,Car,FALSE,Guns,M
shot,gun,70.0,White,Gray,TN,FALSE,other,Not fleeing,TRUE,Guns,M
shot,sword,25.0,White,Phoenix,AZ,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,55.0,Black,Albany,GA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,unknown,35.0,White,Titusville,FL,FALSE,undetermined,Not fleeing,FALSE,Unknown,M
shot,gun,25.0,Black,Wyoming,MI,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,32.0,White,Lakeland,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,38.0,Hispanic,Delhi,CA,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,32.0,Hispanic,Memphis,TN,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,64.0,White,Auburn,WA,TRUE,other,Not fleeing,FALSE,Unknown,M
shot,knife,55.0,Black,Pompano Beach,FL,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,toy weapon,69.0,White,Montcalm,WV,TRUE,other,Not fleeing,TRUE,Other unusual objects,M
shot,gun,37.0,White,Boulder,CO,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,motorcycle,31.0,Black,Washington,DC,FALSE,attack,Other,FALSE,Vehicles,M
shot,knife,25.0,Black,Cedar Rapids,IA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,25.0,Hispanic,Colton,CA,FALSE,other,Car,FALSE,Unarmed,M
shot,toy weapon,13.0,Black,Columbus,OH,FALSE,other,Foot,FALSE,Other unusual objects,M
shot,gun,32.0,Hispanic,Phoenix,AZ,FALSE,other,Other,FALSE,Guns,M
shot,gun,69.0,White,Weeki Wachi,FL,TRUE,other,Not fleeing,FALSE,Guns,M
shot and Tasered,gun,34.0,White,Austin,TX,FALSE,attack,Foot,FALSE,Guns,M
shot,unarmed,29.0,Native,Winooski,VT,FALSE,other,Foot,TRUE,Unarmed,M
shot,knife,29.0,White,Owensboro,KY,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot and Tasered,unarmed,40.0,Black,Tulsa,OK,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,hatchet,42.0,White,Beaumont,CA,FALSE,other,Not fleeing,FALSE,Blunt instruments,M
shot,gun,25.0,Black,Philadelphia,PA,FALSE,attack,Foot,FALSE,Guns,M
shot,toy weapon,45.0,White,Huntsville,AL,FALSE,attack,Other,TRUE,Other unusual objects,M
shot,gun,55.0,White,Rutherfordton,NC,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,22.0,Other,St. Cloud,MN,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,61.0,Black,Akron,OH,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,46.0,White,Spring,TX,TRUE,attack,Not fleeing,TRUE,Guns,F
shot,unknown,30.0,White,Logan Canyon,UT,TRUE,other,Not fleeing,FALSE,Unknown,M
shot,gun,56.0,White,Wood County,TX,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,35.0,White,Decatur County,TN,FALSE,other,Car,TRUE,Guns,M
shot,gun,22.0,White,Port St. Lucie,FL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,23.0,White,Mashantucket,CT,FALSE,other,Not fleeing,FALSE,Unknown,M
shot,gun,43.0,Black,Charlotte,NC,FALSE,other,Not fleeing,TRUE,Guns,M
shot,gun,43.0,White,Nashville,TN,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,49.0,White,Westminster,CO,FALSE,other,Foot,FALSE,Guns,M
shot,unarmed,23.0,White,Louisville,NE,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,unknown,41.0,White,Fair Oaks,CA,FALSE,attack,Foot,FALSE,Unknown,M
shot,unknown,33.0,Black,Pikesville,MD,FALSE,other,Not fleeing,TRUE,Unknown,M
shot,gun,30.0,Hispanic,San Antonio,TX,FALSE,other,Foot,FALSE,Guns,M
shot,gun,25.0,White,Claremont,NH,TRUE,other,Not fleeing,FALSE,Guns,M
shot,gun,52.0,White,Garden City,ID,FALSE,attack,Other,FALSE,Guns,M
shot,gun,32.0,White,Little Rock,AR,TRUE,other,Not fleeing,FALSE,Guns,M
shot,gun,46.0,White,Houston,TX,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,48.0,White,Burnsville,MN,TRUE,other,Not fleeing,TRUE,Guns,M
shot,unarmed,38.0,Black,El Cajon,CA,TRUE,attack,Not fleeing,TRUE,Unarmed,M
shot,unknown,26.0,White,Phoenix,AZ,FALSE,other,Car,FALSE,Unknown,M
shot,unarmed,32.0,Black,Philadelphia,PA,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,knife,28.0,Hispanic,Valdosta,GA,FALSE,attack,Not fleeing,TRUE,Sharp objects,M
shot,gun,53.0,White,Kingman,AZ,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,unknown,38.0,White,Groveton,TX,FALSE,undetermined,Not fleeing,FALSE,Unknown,M
shot,unknown,18.0,Black,Newark,NJ,FALSE,undetermined,Not fleeing,FALSE,Unknown,M
shot,gun,32.0,Black,Campobello,SC,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,37.0,White,Belleville,MI,FALSE,attack,Other,FALSE,Guns,M
shot,unknown,18.0,Black,Newark,NJ,FALSE,undetermined,Not fleeing,FALSE,Unknown,M
shot,gun,20.0,Black,Columbus,OH,FALSE,other,Foot,FALSE,Guns,M
shot,gun,28.0,White,Hometown,WV,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,18.0,Black,Los Angeles,CA,FALSE,undetermined,Foot,TRUE,Guns,M
shot,toy weapon,16.0,Hispanic,Los Angeles,CA,TRUE,attack,Not fleeing,TRUE,Other unusual objects,M
shot,unknown,36.0,Black,Markham,IL,FALSE,other,Not fleeing,FALSE,Unknown,M
shot,gun,57.0,White,Lynn,MA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,49.0,White,Ventnor,NJ,FALSE,other,Not fleeing,FALSE,Guns,M
shot,brick,31.0,Hispanic,Riverview,FL,FALSE,attack,Foot,FALSE,Blunt instruments,M
shot,gun,26.0,White,Springdale,AR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,51.0,White,Hessel,MI,TRUE,other,Not fleeing,FALSE,Guns,M
shot,machete,28.0,White,Boulder,CO,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,35.0,White,Moncks Corner,SC,FALSE,attack,Car,FALSE,Guns,M
shot,pepper spray,57.0,Black,Macon,GA,FALSE,other,Not fleeing,FALSE,Other unusual objects,M
shot,knife,36.0,White,Fort Wayne,IN,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,42.0,White,Killeen,AL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,37.1179309,Black,Alexandria,LA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,49.0,White,Benton,AR,FALSE,other,Not fleeing,FALSE,Other unusual objects,M
shot,knife,21.0,Hispanic,Federal Way,WA,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,knife,53.0,White,Modesto,CA,FALSE,attack,Not fleeing,FALSE,Sharp objects,F
shot,knife,62.0,White,Fort Wayne,IN,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,41.0,Black,Syracuse,NY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,40.0,White,Scottsdale,AZ,TRUE,other,Car,FALSE,Guns,M
shot,unknown,27.0,Hispanic,Irvine,CA,TRUE,other,Not fleeing,FALSE,Unknown,M
shot,gun,19.0,Native,Midland,TX,FALSE,other,Other,FALSE,Guns,M
shot,unknown,26.0,White,Westlake,OH,FALSE,other,Car,FALSE,Unknown,M
shot,knife,44.0,Asian,Seattle,WA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,knife,30.0,White,Concord,CA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,31.0,White,Livingston Parish,LA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,33.0,Black,Boston,MA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,22.0,White,Morehead,KY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,38.0,White,Kent,WA,FALSE,other,Not fleeing,FALSE,Guns,M
shot and Tasered,knife,46.0,White,Grants Pass,OR,TRUE,other,Other,FALSE,Sharp objects,M
shot,baseball bat,23.0,White,Beaumont,TX,FALSE,attack,Not fleeing,FALSE,Blunt instruments,M
shot,gun,24.0,Hispanic,Oak Cliff,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,26.0,White,San Francisco,CA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,26.0,White,Austin,TX,TRUE,attack,Not fleeing,FALSE,Other unusual objects,F
shot and Tasered,metal rake,32.0,White,Santa Cruz,CA,TRUE,attack,Not fleeing,FALSE,Blunt instruments,M
shot,sword,50.0,Hispanic,Miami,FL,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,17.0,White,Benton,AR,TRUE,attack,Foot,FALSE,Guns,M
shot and Tasered,knife,39.0,White,Holiday,FL,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,28.0,Black,Benton Harbor,MI,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,baseball bat,66.0,Black,Bronx,NY,TRUE,attack,Not fleeing,FALSE,Blunt instruments,F
shot,gun,42.0,Hispanic,Tulsa,OK,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,34.0,White,Paris,KY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,38.0,White,Willoughby,OH,FALSE,undetermined,Car,FALSE,Unknown,M
shot,unknown,28.0,Hispanic,Henderson,NV,FALSE,attack,Car,FALSE,Unknown,M
shot,gun,29.0,White,Jacksonville,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,23.0,Native,Muckleshoot Indian Reservation,WA,TRUE,other,Not fleeing,FALSE,Guns,F
shot and Tasered,knife,58.0,White,Tulsa,OK,FALSE,other,Other,FALSE,Sharp objects,M
shot,unknown,21.0,White,Westover,AL,TRUE,other,Not fleeing,FALSE,Unknown,M
shot,toy weapon,45.0,White,Peterson,MN,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,38.0,White,Edmonton,KY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,40.0,Black,Colorado Springs,CO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,19.0,Black,North St. Louis,MO,FALSE,attack,Car,FALSE,Guns,M
shot,toy weapon,46.0,Black,Little Rock,AR,FALSE,other,Not fleeing,FALSE,Other unusual objects,M
shot,toy weapon,25.0,White,Elkton,MD,TRUE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,toy weapon,25.0,White,Elkton,MD,FALSE,attack,Not fleeing,FALSE,Other unusual objects,F
shot,knife,37.0,White,Lincoln,CA,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,25.0,Black,Carrollton,TX,FALSE,other,Not fleeing,FALSE,Guns,M
shot and Tasered,unarmed,36.0,White,Bartlesville,OK,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,32.0,White,Billings,MT,TRUE,other,Not fleeing,FALSE,Guns,M
shot,gun and knife,33.0,Black,San Antonio,TX,FALSE,other,Not fleeing,FALSE,Multiple,M
shot,unknown,24.0,Hispanic,Elberton,GA,FALSE,attack,Foot,FALSE,Unknown,M
shot,gun,37.0,White,Morris,MN,FALSE,attack,Other,FALSE,Guns,M
shot,gun,38.0,Black,Sacramento,CA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,45.0,Asian,North Royalton,OH,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,31.0,Black,Boston,MA,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,unknown,34.0,White,Kingman,AZ,FALSE,other,Car,FALSE,Unknown,M
shot,gun,23.0,Hispanic,Corpus Christi,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,vehicle,39.0,Black,Torrance,CA,TRUE,attack,Car,FALSE,Vehicles,F
shot,knife,55.0,Hispanic,Chatsworth,CA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,31.0,White,Brookville,OH,FALSE,attack,Other,FALSE,Guns,F
shot,gun,76.0,White,Carson City,NV,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,59.0,White,Houma,LA,TRUE,attack,Not fleeing,TRUE,Guns,M
shot,unknown,40.0,White,West Jordan,UT,FALSE,undetermined,Other,FALSE,Unknown,M
