manner_of_death,armed,age,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,arms_category,gender
shot,gun,20.0,Black,Arlington,TX,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,30.0,Hispanic,Eugene,OR,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,19.0,Black,Phoenix,AZ,FALSE,other,Not fleeing,FALSE,Guns,M
shot,hatchet,48.0,White,Colorado Springs,CO,FALSE,other,Not fleeing,FALSE,Blunt instruments,M
shot,toy weapon,58.0,White,Dearborn County,IN,TRUE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,unarmed,38.0,Hispanic,Calabasas,CA,FALSE,other,Car,FALSE,Unarmed,M
shot,gun,28.0,Hispanic,Cathedral City,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,34.0,White,White Lake,SD,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,45.0,Black,Linda,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,18.0,Hispanic,Pueblo,CO,FALSE,other,Car,FALSE,Unarmed,M
shot,gun,25.0,Hispanic,El Paso,TX,FALSE,other,Foot,FALSE,Guns,M
shot,knife,38.0,Black,Vacaville,CA,FALSE,attack,Foot,FALSE,Sharp objects,M
shot,gun,33.0,White,Odessa,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,39.0,Black,Logan Township,NJ,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,58.0,White,Aurora,CO,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,48.0,White,Roseville,CA,FALSE,attack,Car,FALSE,Guns,M
shot,toy weapon,14.0,Hispanic,Tempe,AZ,FALSE,other,Foot,TRUE,Other unusual objects,M
shot,vehicle,18.0,Black,Atlanta,GA,FALSE,other,Car,FALSE,Vehicles,M
shot,gun,22.0,Black,St. Louis,MO,FALSE,attack,Foot,FALSE,Guns,M
shot,unarmed,46.0,White,Fort Lupton,CO,TRUE,undetermined,Car,TRUE,Unarmed,M
shot,vehicle,37.1179309,Black,West Memphis,AR,FALSE,other,Car,FALSE,Vehicles,M
shot,vehicle,37.1179309,White,West Memphis,AR,FALSE,other,Car,FALSE,Vehicles,F
shot,gun,57.0,White,Sperry,OK,TRUE,other,Foot,TRUE,Guns,M
shot,knife,32.0,White,Charlotte,NC,FALSE,other,Foot,FALSE,Sharp objects,M
shot,gun,31.0,Black,Silver Spring,MD,FALSE,other,Foot,FALSE,Guns,M
shot,gun,64.0,White,O'Fallon,MO,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,35.0,White,St. Louis Park,MN,TRUE,undetermined,Not fleeing,FALSE,Unarmed,M
shot,ax,42.0,White,Clackamas County,OR,FALSE,attack,Not fleeing,FALSE,Blunt instruments,M
shot,vehicle,30.0,White,Knoxville,TN,FALSE,other,Car,FALSE,Vehicles,M
shot,gun,26.0,White,Billings,MT,FALSE,attack,Foot,FALSE,Guns,M
shot,unarmed,37.0,Hispanic,Las Vegas,NV,TRUE,other,Car,FALSE,Unarmed,M
shot,unarmed,21.0,Black,Atlanta,GA,FALSE,undetermined,Foot,FALSE,Unarmed,M
shot,unarmed,20.0,White,Flagstaff,AZ,FALSE,undetermined,Foot,FALSE,Unarmed,M
shot,knife,46.0,Black,Spokane,WA,FALSE,other,Other,FALSE,Sharp objects,M
shot,unknown,37.1179309,Native,Naschitti,NM,FALSE,undetermined,Other,FALSE,Unknown,M
shot,gun,20.0,Hispanic,Flagstaff,AZ,FALSE,attack,Foot,FALSE,Guns,M
shot and Tasered,knife,46.0,White,South Haven,IN,TRUE,attack,Not fleeing,TRUE,Sharp objects,M
shot,unarmed,24.0,White,St. Louis,MO,FALSE,other,Not fleeing,FALSE,Unarmed,F
shot,unarmed,26.0,Hispanic,Ehrenberg,AZ,FALSE,other,Car,FALSE,Unarmed,M
shot,gun,60.0,White,Dyersburg,TN,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,vehicle,25.0,Native,Rosebud,SD,FALSE,attack,Car,FALSE,Vehicles,M
shot,gun,29.0,Hispanic,Jackson,MI,FALSE,attack,Foot,FALSE,Guns,M
shot,unarmed,58.0,White,Houston,TX,FALSE,attack,Not fleeing,FALSE,Unarmed,F
shot,gun,59.0,White,Houston,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,46.0,Black,Newark,NJ,FALSE,other,Car,FALSE,Unarmed,M
shot,toy weapon,55.0,White,Wichita,KS,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,unknown,27.0,Black,Mercury,NV,FALSE,other,Car,FALSE,Unknown,M
shot,gun,30.0,White,Kirkwood,NY,FALSE,attack,Car,FALSE,Guns,M
shot and Tasered,knife,45.0,White,Tehama County,CA,FALSE,other,Other,FALSE,Sharp objects,M
shot,vehicle,51.0,Other,Kalihi,HI,FALSE,attack,Car,FALSE,Vehicles,M
shot,gun,27.0,Hispanic,Austin,TX,TRUE,attack,Car,TRUE,Guns,M
shot,gun,47.0,White,Phoenix,AZ,FALSE,attack,Foot,FALSE,Guns,M
shot,unknown,52.0,White,Midland,TX,FALSE,attack,Not fleeing,FALSE,Unknown,M
shot,vehicle,45.0,Hispanic,Denver,CO,FALSE,attack,Car,FALSE,Vehicles,M
shot,knife,47.0,White,Flagstaff,AZ,TRUE,attack,Not fleeing,TRUE,Sharp objects,M
shot,gun,68.0,Black,Buford,GA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,40.0,Black,Stockton,CA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,18.0,White,Orange Park,FL,FALSE,other,Not fleeing,FALSE,Guns,M
shot,vehicle,35.0,Hispanic,Waukegan,IL,FALSE,attack,Car,TRUE,Vehicles,M
shot,gun,80.0,White,Clarksburg,WV,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,44.0,Black,Farmville,VA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,31.0,Black,Shreveport,LA,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,20.0,White,LaSalle,CO,FALSE,attack,Other,FALSE,Guns,M
shot,gun,43.0,Black,Walter Hill,TN,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,25.0,White,Stone County,MS,FALSE,attack,Car,TRUE,Guns,M
shot,box cutter,38.0,Black,Joilet,IL,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,34.0,Hispanic,Seattle,WA,FALSE,attack,Not fleeing,TRUE,Sharp objects,M
shot,knife,58.0,White,Madera,CA,TRUE,attack,Not fleeing,TRUE,Sharp objects,M
shot,unarmed,38.0,White,Snyder,TX,FALSE,undetermined,Not fleeing,FALSE,Unarmed,M
shot,unknown,29.0,White,Banning,CA,FALSE,undetermined,Other,FALSE,Unknown,M
shot,gun,40.0,White,Memphis,TN,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,49.0,White,Barberton,OH,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,25.0,White,Bakersfield,CA,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,gun,21.0,Black,Vallejo,CA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,knife,57.0,White,Virginia Beach,VA,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,28.0,Hispanic,Bailey,NC,FALSE,other,Not fleeing,TRUE,Guns,M
shot,gun,25.0,White,Del City,OK,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,58.0,White,Waukesha,WI,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,34.0,Black,Greenville County,SC,TRUE,attack,Not fleeing,TRUE,Guns,M
shot,unarmed,34.0,White,Montgomery,WV,TRUE,other,Not fleeing,FALSE,Unarmed,M
shot,gun,24.0,Black,Crestwood,KY,FALSE,attack,Car,FALSE,Guns,M
shot,gun,32.0,Asian,Redding,CA,FALSE,attack,Foot,FALSE,Guns,M
shot,knife,58.0,Black,Defiance,OH,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,20.0,Black,Cinco Ranch,TX,FALSE,attack,Car,FALSE,Guns,M
shot,gun,19.0,Black,Cinco Ranch,TX,FALSE,attack,Car,FALSE,Guns,M
shot,gun,46.0,White,Fresno,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,28.0,White,Fairbanks,AK,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,47.0,White,Apex,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,47.0,Hispanic,Los Angeles,CA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,knife,34.0,White,Aspers,PA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,37.1179309,White,San Jose,CA,FALSE,attack,Car,FALSE,Guns,M
shot,gun,45.0,Black,Aurora,IL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,17.0,Black,Chicago,IL,FALSE,other,Car,FALSE,Guns,M
shot,gun,34.0,Asian,Clinton,MS,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,48.0,Hispanic,Napa Valley,CA,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,32.0,Black,New Orleans,LA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,20.0,Asian,Honolulu,HI,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,31.0,Black,Pelehatchie,MS,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,16.0,Asian,Vancouver,WA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,machete,24.0,Black,Baltimore,MD,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,39.0,Black,Norwich,CT,TRUE,attack,Car,FALSE,Guns,M
shot,vehicle,26.0,White,Honolulu,HI,FALSE,attack,Car,FALSE,Vehicles,M
shot,vehicle,30.0,Black,Little Rock,AR,FALSE,attack,Car,TRUE,Vehicles,M
shot,gun,36.0,Other,Boston,MA,FALSE,attack,Car,FALSE,Guns,M
shot,gun,28.0,White,Walton,WV,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,vehicle,21.0,Black,Miami Gardens,FL,FALSE,attack,Car,FALSE,Vehicles,M
shot,knife,36.0,Hispanic,Poteet,TX,FALSE,other,Car,FALSE,Sharp objects,M
shot,gun,28.0,White,Carrollton,TX,FALSE,attack,Car,TRUE,Guns,M
shot,gun,24.0,White,Victorville,CA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,29.0,White,Clarksville,TN,FALSE,other,Foot,FALSE,Guns,M
shot,gun,44.0,White,Blountville,TN,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,41.0,White,Flint,MI,FALSE,undetermined,Car,FALSE,Unknown,M
shot,knife,38.0,White,Springfield,MO,TRUE,other,Other,FALSE,Sharp objects,M
shot,gun,40.0,White,Denver,CO,FALSE,other,Not fleeing,FALSE,Guns,M
shot,vehicle,20.0,White,McIntosh County,GA,FALSE,attack,Car,FALSE,Vehicles,F
shot,gun,27.0,White,Miltona,MN,FALSE,other,Not fleeing,TRUE,Guns,M
shot,gun,51.0,White,Huger,SC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,48.0,White,Struthers,OH,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,40.0,Black,Killeen,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,29.0,White,Vancouver,WA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,34.0,Hispanic,Lone Tree,CO,FALSE,other,Foot,FALSE,Guns,M
shot,gun,20.0,Hispanic,Salinas,CA,FALSE,other,Other,FALSE,Guns,F
shot,unarmed,47.0,Asian,Honolulu,HI,FALSE,other,Foot,FALSE,Unarmed,M
shot and Tasered,unarmed,29.0,Hispanic,Fairfield,TX,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,sword,33.0,White,Mount Holly,NC,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,46.0,White,Fairchild,WI,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,unknown,35.0,White,Carter County,KY,FALSE,other,Other,FALSE,Unknown,F
shot,gun,36.0,Black,Des Moines,IA,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,63.0,White,Rancho Mirage,CA,TRUE,attack,Other,FALSE,Guns,M
shot,gun,27.0,Hispanic,San Antonio,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,17.0,Hispanic,San Antonio,TX,FALSE,attack,Car,FALSE,Guns,M
shot,machete,22.0,Black,Aurora,CO,FALSE,other,Not fleeing,TRUE,Sharp objects,M
shot,unarmed,21.0,Hispanic,Bakersfield,CA,FALSE,other,Car,FALSE,Unarmed,F
shot,unknown,31.0,White,Greenville,MS,TRUE,undetermined,Other,FALSE,Unknown,M
shot and Tasered,knife,56.0,White,Muskogee,OK,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot and Tasered,gun,32.0,Black,Jacksonville,FL,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,25.0,Black,Morgantown,WV,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,47.0,White,Jonesboro,AR,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,37.1179309,Hispanic,Vancouver,WA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,23.0,White,Anchorage,AK,FALSE,attack,Foot,FALSE,Guns,M
shot,toy weapon,34.0,White,Athens,GA,TRUE,attack,Other,TRUE,Other unusual objects,M
shot,knife,51.0,White,Cheatham County,TN,FALSE,attack,Not fleeing,FALSE,Sharp objects,F
shot,gun,35.0,White,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,46.0,White,Pennfield Township,MI,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,59.0,White,Quanah,TX,FALSE,undetermined,Not fleeing,FALSE,Sharp objects,M
shot,gun,30.0,Black,Monahans,TX,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,34.0,Native,Redding,CA,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,44.0,White,Cofield,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,31.0,Asian,San Bernardino,CA,TRUE,attack,Not fleeing,FALSE,Unknown,M
shot,gun,51.0,Hispanic,Lakewood,CO,FALSE,attack,Car,FALSE,Guns,M
shot,knife,34.0,White,Westminster,MD,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,45.0,White,Salacoa,GA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,vehicle,32.0,Black,Miami,FL,FALSE,other,Not fleeing,FALSE,Vehicles,F
shot,gun,31.0,White,Kalamazoo,MI,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,vehicle,41.0,Black,Ashland,CA,FALSE,attack,Car,TRUE,Vehicles,M
shot,knife,29.0,Hispanic,Grand Island,NE,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,47.0,Black,Greensburg,PA,TRUE,attack,Not fleeing,FALSE,Guns,F
shot,unarmed,30.0,Hispanic,Phoenix,AZ,FALSE,other,Other,FALSE,Unarmed,M
shot,knife,27.0,Native,Sallisaw,OK,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,38.0,Hispanic,Jacksonville,FL,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,33.0,White,Monroe County,MS,TRUE,other,Car,FALSE,Guns,M
shot,gun,25.0,White,Ontario,OR,TRUE,attack,Car,FALSE,Guns,M
shot,gun,47.0,White,Las Vegas,NV,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,49.0,White,Palmdale,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,33.0,Hispanic,Clermont,FL,FALSE,other,Other,FALSE,Guns,M
shot and Tasered,sharp object,36.0,White,Mansfield,OH,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,22.0,Black,Bastrop,LA,FALSE,undetermined,Foot,FALSE,Guns,M
shot,gun,29.0,Hispanic,Kittitas,WA,FALSE,attack,Car,FALSE,Guns,M
shot,knife,52.0,Hispanic,Tampa,FL,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,61.0,White,University City,MO,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,29.0,Black,State College,PA,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,37.0,Hispanic,Las Vegas,NV,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,toy weapon,26.0,White,San Antonio,TX,FALSE,attack,Not fleeing,FALSE,Other unusual objects,F
shot,gun,19.0,Black,Modesto,CA,FALSE,undetermined,Car,FALSE,Guns,M
shot,gun,45.0,White,Ernul,NC,TRUE,other,Not fleeing,FALSE,Guns,M
shot,knife,22.0,Black,Walterboro,SC,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,57.0,Black,Baltimore,MD,FALSE,other,Not fleeing,TRUE,Unarmed,M
shot,gun,46.0,White,Port St. Joe,FL,FALSE,other,Car,FALSE,Guns,M
shot,gun,27.0,Black,Charlotte,NC,TRUE,other,Not fleeing,TRUE,Guns,M
shot,gun,26.0,Hispanic,Thurmont,MD,TRUE,other,Other,FALSE,Guns,M
shot,gun,30.0,White,Horry County,SC,TRUE,other,Foot,FALSE,Guns,M
shot,gun,18.0,Black,St. Louis,MO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,vehicle,25.0,White,Burnet,TX,FALSE,attack,Not fleeing,TRUE,Vehicles,M
shot,gun,51.0,White,Manchester,NH,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,40.0,Hispanic,Cochran County,TX,FALSE,attack,Car,FALSE,Guns,M
shot,knife,47.0,White,Chickasha,OK,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,vehicle,38.0,Black,Terrytown,LA,FALSE,attack,Not fleeing,FALSE,Vehicles,M
shot,vehicle,39.0,Black,Terrytown,LA,FALSE,attack,Car,FALSE,Vehicles,M
shot,sword,30.0,Black,Inglewood,CA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,42.0,Hispanic,San Antonio,TX,FALSE,other,Car,FALSE,Guns,M
shot,gun,25.0,Black,Miami,FL,FALSE,attack,Other,FALSE,Guns,M
shot,unarmed,22.0,White,Watuaga County,NC,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot and Tasered,gun,30.0,Black,Durham,NC,FALSE,attack,Foot,TRUE,Guns,M
shot,vehicle,33.0,White,Springfield,OR,TRUE,other,Car,FALSE,Vehicles,F
shot,knife,24.0,Hispanic,Marana,AZ,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,31.0,Black,Atlanta,GA,FALSE,other,Foot,FALSE,Guns,M
shot,gun,25.0,Native,Fairbanks,AK,FALSE,other,Car,FALSE,Guns,M
shot,gun,28.0,White,LaFollette,TN,FALSE,attack,Not fleeing,FALSE,Guns,F
shot,gun,19.0,Black,Union City,GA,FALSE,attack,Other,FALSE,Guns,M
shot,BB gun,31.0,Black,Anchorage,AK,TRUE,other,Foot,FALSE,Guns,M
shot,unarmed,48.0,White,Redding,CA,TRUE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,53.0,White,Brownstown,IN,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,50.0,Hispanic,San Diego,CA,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,55.0,Hispanic,Boynton Beach,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,37.1179309,White,Pelion,SC,FALSE,other,Car,FALSE,Guns,M
shot,unarmed,37.0,White,Kalamazoo,MI,TRUE,other,Not fleeing,FALSE,Unarmed,M
shot,gun,30.0,Hispanic,Anaheim,CA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,36.0,White,New Albany,IN,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,24.0,Black,Greeneville,TN,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,35.0,Black,Blytheville,AR,TRUE,attack,Foot,TRUE,Unarmed,M
shot,knife,42.0,White,Hamilton County,TN,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,37.0,Black,Salt Lake City,UT,FALSE,attack,Car,FALSE,Guns,M
shot,gun,28.0,White,Pueblo,CO,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,32.0,White,Henry County,IN,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,33.0,Black,Louisville,KY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,27.0,Black,Shreveport,LA,FALSE,attack,Car,FALSE,Guns,M
shot,gun,21.0,Hispanic,Indio,CA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,47.0,White,Pinellas Park,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,57.0,White,Mexico Beach,FL,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,34.0,Black,St. Louis,MO,FALSE,attack,Foot,FALSE,Guns,M
shot,unarmed,34.0,Black,Boerne,TX,FALSE,attack,Foot,FALSE,Unarmed,M
shot,gun,30.0,White,DeLand,FL,TRUE,attack,Car,FALSE,Guns,M
shot,vehicle,29.0,Hispanic,Ahwatukee,AZ,FALSE,other,Car,FALSE,Vehicles,F
shot,gun,28.0,Black,Clinton,LA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,wrench,39.0,Hispanic,Buckeye,AZ,TRUE,attack,Not fleeing,TRUE,Blunt instruments,M
shot,knife,54.0,Asian,Richmond,CA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,27.0,White,Dalhart,TX,FALSE,other,Foot,FALSE,Guns,M
shot,knife,32.0,Black,New York,NY,FALSE,other,Not fleeing,TRUE,Sharp objects,M
shot,knife,32.0,Native,Rushville,NE,FALSE,other,Foot,FALSE,Sharp objects,M
shot,gun,47.0,White,Los Angeles,CA,FALSE,undetermined,Foot,FALSE,Guns,M
shot,gun,33.0,White,Portland,OR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,walking stick,42.0,Native,Red Bluff,CA,TRUE,other,Foot,FALSE,Blunt instruments,M
shot,knife,37.1179309,White,Pigeon Forge,TN,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,vehicle,24.0,White,Fountain Inn,SC,FALSE,attack,Car,FALSE,Vehicles,M
shot,sword,42.0,White,Montesano,WA,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,34.0,Black,Flint,MI,FALSE,attack,Not fleeing,FALSE,Guns,M

shot,gun,40.0,Native,Coon Rapids,MN,FALSE,attack,Foot,TRUE,Guns,M
shot,gun,30.0,White,Fremont,CA,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,42.0,Hispanic,New York,NY,FALSE,attack,Foot,FALSE,Guns,M
shot,knife,30.0,White,Raleigh,NC,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,63.0,White,Athens,GA,TRUE,attack,Not fleeing,TRUE,Guns,M
shot,vehicle,18.0,Hispanic,Wethersfield,CT,FALSE,attack,Foot,FALSE,Vehicles,M
shot,gun,29.0,Hispanic,Colorado Springs,CO,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,42.0,White,Little Rock,AR,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,32.0,Hispanic,Los Angeles,CA,FALSE,attack,Other,TRUE,Guns,M
shot,gun,50.0,White,Shelby,MT,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,29.0,White,Owingsville,KY,FALSE,attack,Car,FALSE,Unknown,M
shot,knife,29.0,White,Colorado Springs,CO,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,51.0,White,Apex,NC,FALSE,attack,Other,FALSE,Guns,M
shot,rock,23.0,Black,Denver,CO,TRUE,attack,Not fleeing,FALSE,Blunt instruments,M
shot,gun,47.0,Hispanic,Sparks,NV,TRUE,other,Not fleeing,FALSE,Guns,M
shot,gun,45.0,Hispanic,Austin,TX,TRUE,other,Not fleeing,TRUE,Guns,M
shot,knife,42.0,White,Portland,OR,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,toy weapon,26.0,Hispanic,Phoenix,AZ,FALSE,attack,Foot,FALSE,Other unusual objects,M
shot,gun,29.0,White,Hancock County,MS,FALSE,attack,Foot,FALSE,Guns,M
shot,hammer,49.0,Asian,Welch,WV,FALSE,other,Not fleeing,FALSE,Blunt instruments,F
shot and Tasered,unarmed,17.0,Black,Edmond,OK,FALSE,attack,Foot,FALSE,Unarmed,M
shot,gun,37.1179309,Hispanic,Los Angeles,CA,FALSE,attack,Foot,FALSE,Guns,M
shot,knife,45.0,White,Welcome,NC,FALSE,other,Not fleeing,FALSE,Sharp objects,F
shot,knife,51.0,Hispanic,Miami,FL,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,37.0,Hispanic,Meadowlake,NM,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,28.0,White,Hiltons,VA,FALSE,attack,Foot,FALSE,Guns,M
shot,unarmed,52.0,White,Glenwood,GA,FALSE,attack,Other,FALSE,Unarmed,M
shot,gun,37.0,Hispanic,Cedar Hill,TX,FALSE,other,Car,FALSE,Guns,M
shot,gun,37.0,White,Hermantown,MN,FALSE,attack,Foot,FALSE,Guns,M
shot,unarmed,25.0,White,Spokane,WA,TRUE,other,Foot,FALSE,Unarmed,M
shot,baseball bat,35.0,Asian,Stockton,CA,FALSE,attack,Not fleeing,FALSE,Blunt instruments,M
shot and Tasered,knife,35.0,White,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,61.0,Hispanic,Angel Fire,NM,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,33.0,Hispanic,Mesa,AZ,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,34.0,Hispanic,Milwaukee,WI,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,59.0,White,Lumberton,MS,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,32.0,Hispanic,Goleta,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,49.0,Hispanic,Montebello,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,31.0,Black,Seattle,WA,TRUE,attack,Not fleeing,TRUE,Sharp objects,M
shot,gun,29.0,Hispanic,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,25.0,Black,Tulsa,OK,TRUE,attack,Foot,TRUE,Guns,M
shot,gun,26.0,Black,Chicago,IL,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,37.1179309,Black,Savannah,GA,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,39.0,White,Tunbridge,VT,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,26.0,Hispanic,South Sioux City,NE,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,36.0,Black,Gardena,CA,FALSE,attack,Not fleeing,TRUE,Sharp objects,M
shot,Taser,45.0,Black,Baytown,TX,FALSE,attack,Not fleeing,FALSE,Electrical devices,F
shot,gun,45.0,White,Rising Sun,MD,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,54.0,White,Las Vegas,NV,TRUE,other,Not fleeing,FALSE,Guns,M
shot,knife,43.0,Hispanic,Tamarac,FL,FALSE,attack,Other,FALSE,Sharp objects,M
shot,gun,37.1179309,Black,Appleton,WI,TRUE,attack,Not fleeing,TRUE,Guns,M
shot,vehicle,30.0,Black,Louisville,KY,FALSE,attack,Car,FALSE,Vehicles,M
shot,gun,37.1179309,Hispanic,Palm Beach Gardens,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
